"","Protein","Gene","Protein_Description","aNoGlu_PISA_1","aNoGlu_PISA_2","aNoGlu_PISA_3","aNoGlu_PISA_4","aNoGlu_PISA_5","bGlu_PISA_1","bGlu_PISA_2","bGlu_PISA_3","bGlu_PISA_4","bGlu_PISA_5","cNoGlu_PROT_1","cNoGlu_PROT_2","cNoGlu_PROT_3","dGlu_PROT_1","dGlu_PROT_2","dGlu_PROT_3","log_PISA","log_PROT","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"5116","sp|Q86W92|LIPB1_HUMAN","PPFIBP1","Liprin-beta-1",239458.731940159,239899.706861263,245782.642888406,206839.7679536,210204.152066222,212262.100881164,236682.519428208,221005.410350796,212584.789347021,213943.429040446,380327.001170864,372105.779874945,372712.300013025,385932.2141,394318.881968202,396514.473669171,0.0589191520707275,-0.064715900635847,0.286956105112678,1.34833189302899,"not significant","not significant",0,0,"0"
"5117","sp|Q86X29|LSR_HUMAN","LSR","Lipolysis-stimulated lipoprotein receptor",147298.744515238,148190.563768615,164342.601140068,173373.732832984,178316.100962298,141843.269737214,149551.544351974,131833.523575157,167358.892691282,171198.229661891,79262.0672847591,77471.1402629219,76239.0881469473,73612.0695,75952.3528476871,76260.8169760485,0.0912449977735784,0.0449516667763749,0.301993915048303,0.686848361347091,"not significant","not significant",0,0,"0"
"5118","sp|O15085|ARHGB_HUMAN","ARHGEF11","Rho guanine nucleotide exchange factor 11",189192.309742458,206009.897923582,254468.699072943,226608.943251072,260098.846204352,212647.273628633,293249.041447092,227096.13922202,290173.060741897,366426.953203685,208450.279854673,197932.759593021,200200.931819841,194779.7603,192499.564531993,190713.356023775,-0.29021814905847,0.0696561519043431,0.568428051840917,0.975768514490022,"not significant","not significant",0,0,"0"
"5119","sp|Q86X83|COMD2_HUMAN","COMMD2","COMM domain-containing protein 2",218216.35997014,237793.881550683,235734.592301995,211248.443338468,224627.023865931,236665.358203746,246985.132830234,189076.741997922,240140.792220864,226347.871949286,248889.560723031,246219.532065467,236863.02668436,243259.043,231303.777722831,230074.649417421,-0.014759826956499,0.0549075035585175,0.0445983806317823,0.563888192315445,"not significant","not significant",0,0,"0"
"5120","sp|Q86XP1|DGKH_HUMAN","DGKH","Diacylglycerol kinase eta",70339.4427795456,75754.5285574044,75485.3358029013,77871.2073393919,78493.415357515,66537.9747701942,74242.2383907752,63618.7025509695,83218.2695366009,71836.6410731336,53542.0093935604,56576.51247467,51173.6020730416,52659.3901,63728.5530229608,53989.6960358575,0.0723657571595441,-0.0790600126826074,0.297942146737047,0.237254310681183,"not significant","not significant",0,0,"0"
"5121","sp|P46531|NOTC1_HUMAN","NOTCH1","Neurogenic locus notch homolog protein 1",69483.1891053712,70551.9525023299,80469.9680565272,60770.7113737256,74045.7608573688,58407.3476027973,64047.4134137569,63385.445684729,57374.9536610729,64849.8039813551,71532.9220637244,72259.9249468437,70057.9831712709,77541.8525,90093.7318879666,71723.1515036465,0.205890702577907,-0.162569653300476,1.03828239523108,0.531590633603649,"not significant","not significant",0,0,"0"
"5122","sp|P02788|TRFL_HUMAN","LTF","Lactotransferrin",4455016.28756261,4149818.55426072,4102909.35299648,4900238.84752698,5016600.71828323,4509014.25558661,4244460.62414023,4447841.27272012,5488777.23860539,5002793.44338722,1450875.52881482,1495787.68483887,1516671.64705262,1692642.136,1886800.33535612,1785825.1915327,-0.0665627426922993,-0.265528097533976,0.197457687630928,1.55464060489045,"not significant","not significant",0,0,"0"
"5123","sp|Q86Y56|DAAF5_HUMAN","DNAAF5","Dynein assembly factor 5, axonemal",525584.323568859,591084.212255134,551614.294622981,460491.054888522,441505.938595094,641564.350631074,683446.247283786,654039.848794088,552453.096795963,570974.700064267,924579.970156378,920229.603633547,979017.053510978,921326.1248,940460.175112734,923431.456639758,-0.271495660539119,0.0198613889570719,1.11697440738732,0.185318376183858,"not significant","not significant",0,0,"0"
"5124","sp|Q8IU81|I2BP1_HUMAN","IRF2BP1","Interferon regulatory factor 2-binding protein 1",343594.390875023,376634.571248249,364518.561847289,327676.173590209,308626.571074595,355528.144757304,392391.728695847,386821.331396127,309707.729659744,329077.480439332,550203.814529986,561570.339084288,541132.883163525,579369.6578,578553.499754256,552317.538175501,-0.0433315815732342,-0.04919379482257,0.133539120557104,0.621246082499745,"not significant","not significant",0,0,"0"
"5125","sp|Q13257|MD2L1_HUMAN","MAD2L1","Mitotic spindle assembly checkpoint protein MAD2A",622213.664859198,710009.667227707,623232.00240234,646211.80440662,665238.332030466,634385.282995708,666360.541425576,655485.021352487,694405.837345253,581038.02076811,552128.512057143,535540.515161662,528421.71729643,621218.1826,603654.439767362,604303.605528907,0.0156427248666911,-0.17868586641131,0.0652218386632465,1.98370938374762,"not significant","not significant",0,0,"0"
"5126","sp|Q8IUD2|RB6I2_HUMAN","ERC1","ELKS/Rab6-interacting/CAST family member 1",1431850.70131202,1445223.85742433,1443349.61567471,1570221.45698595,1572427.69534842,1353130.2342344,1449837.8830454,1459129.1135864,1581538.22947161,1535386.01355213,980312.894468757,964207.680447328,941822.012130532,1004640.545,1037685.85996423,1010473.89263413,0.0163403467291739,-0.0808906701074573,0.0779818420850047,1.2336004769269,"not significant","not significant",0,0,"0"
"5127","sp|Q8IUF1|CBWD2_HUMAN","CBWD2","COBW domain-containing protein 2",182356.85645566,186831.303605827,198335.454091687,193900.25733125,187356.139094599,163405.549928202,165712.163905519,167393.612792099,158517.052583997,162296.146820445,155665.263210644,156710.339431008,151613.022719306,191940.9268,201242.637728224,203376.614468272,0.215164587583381,-0.362578241265792,2.92518888990835,2.36200223266643,"not significant","not significant",0,0,"0"
"5128","sp|Q8IWF6|DEN6A_HUMAN","DENND6A","Protein DENND6A",66376.3627249421,56440.1362200089,64767.7164636215,47039.9510099781,48485.359130108,76976.9351049139,77540.7692356329,68829.3104234167,52772.9185126606,64417.1019199965,173018.323682381,142980.704619442,183982.913560135,157409.5095,160860.60645542,164470.95446,-0.266451416246249,0.0506264162467528,0.676446273640328,0.124331175161163,"not significant","not significant",0,0,"0"
"5129","sp|Q8WUA4|TF3C2_HUMAN","GTF3C2","General transcription factor 3C polypeptide 2",77116.4004639836,84507.3570027221,83847.9956192516,70721.9407801427,73603.7679062803,86563.161807286,95992.9032191028,106040.052967259,91468.4355606735,75922.0791307806,181909.901864792,167882.26016732,191143.61285728,175070.5564,168625.182228775,167374.46882396,-0.226266835903363,0.0819358208530555,0.882619080280272,0.465285635301865,"not significant","not significant",0,0,"0"
"5130","sp|Q8IWJ2|GCC2_HUMAN","GCC2","GRIP and coiled-coil domain-containing protein 2",2374638.7713031,2219605.76722091,2397399.93774149,2341319.94056777,2395128.50131775,2211961.52135662,2256510.83676937,2351827.16320502,2287231.0630017,2397596.91933509,1691055.70392816,1672296.75838982,1544174.85761841,1678923.847,1630692.98060214,1663573.68256826,0.0276914665891583,-0.0191753990269753,0.280399221855388,0.121130784596002,"not significant","not significant",0,0,"0"
"5131","sp|Q86Y91|KI18B_HUMAN","KIF18B","Kinesin-like protein KIF18B",45939.9585534723,49278.5483840536,45240.4868485515,32599.699330865,42164.7449978002,42751.5004163298,47783.9571384509,38552.075495915,41124.8113320811,41126.340845573,78198.0978273452,72750.4564579991,62233.656361892,72675.3984,73322.921563523,71373.8475423738,0.0262783232301038,-0.0280801734693426,0.0543591105034348,0.0744544207761737,"not significant","not significant",0,0,"0"
"5132","sp|Q8IWQ3|BRSK2_HUMAN","BRSK2","Serine/threonine-protein kinase BRSK2",105014.800662672,88034.6009245018,88435.7356861151,81845.4959436632,85258.2420326199,87015.7562660851,97008.6644581765,100319.281186138,89838.3182659046,77053.1146877733,110317.009203824,122021.650024568,131881.845654177,133719.0332,127461.957814437,129708.986431442,-0.00848556292352819,-0.101950448468951,0.0179551947650847,0.457141450173865,"not significant","not significant",0,0,"0"
"5133","sp|Q8IWT6|LRC8A_HUMAN","LRRC8A","Volume-regulated anion channel subunit LRRC8A",36977.2747655833,40873.1869565198,44469.5108696992,30099.2047866631,32408.3365848453,42241.0591341416,41771.3653666298,44648.7830231184,36766.4918242505,42448.9718417279,75410.3865328905,63656.1204433432,67845.4918161424,69633.8594,65890.1987518447,66171.4611025627,-0.169548325329306,0.0368382750021689,0.530860610618415,0.129193624965163,"not significant","not significant",0,0,"0"
"5134","sp|Q8IWZ3|ANKH1_HUMAN","ANKHD1","Ankyrin repeat and KH domain-containing protein 1",1383280.38789487,1536929.75361976,1460408.39700556,1324820.71632272,1342249.39304794,1368470.96224641,1392467.12790725,1442848.05340444,1429265.21794911,1446379.10372567,1592095.38000856,1630038.19875118,1594253.01784333,1834923.462,1871796.08090011,1816438.44511562,-0.00648311084006194,-0.197542198331352,0.0308052588857735,2.36439965087257,"not significant","not significant",0,0,"0"
"5135","sp|Q8IX12|CCAR1_HUMAN","CCAR1","Cell division cycle and apoptosis regulator protein 1",3182783.73022891,2993549.16541389,3231281.74451412,2936792.89904165,2891108.04584455,2583080.86699795,2735906.86411074,2712396.74302237,2487635.69262476,2683980.38358581,2055322.70562631,2087486.16612686,1956494.62918704,1877728.157,1918495.70045491,1897008.48821304,0.206572485387408,0.0993965275544519,2.00410650353912,1.12686621731375,"not significant","not significant",0,0,"0"
"5136","sp|Q8IXK0|PHC2_HUMAN","PHC2","Polyhomeotic-like protein 2",82066.1966626227,93195.5450427488,79609.4293263846,75982.5917723237,76370.7158663384,84691.4496875165,84794.9318106169,72500.7134769355,73805.9358314618,73233.3390375739,167302.031476798,164026.332412226,172012.57533656,174666.5234,180812.382682318,178683.598953434,0.0659563353952714,-0.0857427669153198,0.246010873505134,1.18465043689992,"not significant","not significant",0,0,"0"
"5137","sp|Q8IYS1|P20D2_HUMAN","PM20D2","Peptidase M20 domain-containing protein 2",223176.960807401,257137.844251456,227912.092686351,208991.123059374,195722.404347795,252450.374450204,316227.473601996,274448.498426116,275900.255209756,275691.921517713,406384.556406644,409622.698254291,406910.183911919,396665.8926,403981.269105917,413894.962956261,-0.325597623810708,0.00991447946938483,1.57156590195126,0.150912072246945,"not significant","not significant",0,0,"0"
"5138","sp|Q8N1F7|NUP93_HUMAN","NUP93","Nuclear pore complex protein Nup93",1505401.95112675,1635084.82919242,1517900.31323852,1329022.47388449,1308870.75296956,1584768.09402028,1671056.51633227,1527974.49745313,1318267.32836926,1385038.58227888,2555307.24749104,2526425.57330471,2530229.78673982,2589763.65,2606508.89214263,2656829.13197699,-0.0372468322815311,-0.0449941011603303,0.104702738521773,1.22386663315941,"not significant","not significant",0,0,"0"
"5139","sp|Q8N1G2|CMTR1_HUMAN","CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1",586934.134934892,618450.261700555,594767.16495263,538260.226261729,512937.894260562,594464.57691909,648640.817690526,599728.716202729,601575.054465667,574073.585842857,1155215.29654715,1133222.29423257,1141791.75520436,1064533.957,1057336.21777377,1064410.28949795,-0.0821785785143504,0.106431776539523,0.482250463471127,2.39849387120277,"not significant","not significant",0,0,"0"
"5140","sp|P29475|NOS1_HUMAN","NOS1","Nitric oxide synthase, brain",39752.969080501,56319.8764015833,54360.1087674467,62469.8432271922,65756.0003079809,35646.1829586689,64906.9689125271,38351.0402176878,93884.3303366387,88936.5371819647,24696.4345065768,27427.0584075262,27471.7813274322,39434.333,37526.2018009236,44693.7870057107,-0.207328611125656,-0.612032891135453,0.176847317268958,1.72684743844268,"not significant","significant",0,2,"2"
"5141","sp|Q8N335|GPD1L_HUMAN","GPD1L","Glycerol-3-phosphate dehydrogenase 1-like protein",827081.771618124,795876.81203009,808028.689271427,853670.929605006,866005.602020194,783742.285308053,794970.816204968,794761.178309091,841655.421841659,810735.659287777,749791.902373539,700719.496999211,741811.13302639,699759.2734,719756.136765048,706224.292652728,0.0440431569777493,0.0444951123957337,0.500491176882062,0.454334748726209,"not significant","not significant",0,0,"0"
"5142","sp|Q8N3F8|MILK1_HUMAN","MICALL1","MICAL-like protein 1",418285.351716789,468038.48649221,454089.867580799,433322.695772178,442487.67093592,395999.032085574,449083.586410423,389868.374483589,481534.38293122,439839.145563196,500568.760033233,486837.91218825,479669.28247745,499409.3516,481398.813106436,472810.097151303,0.0395294367572511,0.0132951159470585,0.166482985370194,0.12057425618733,"not significant","not significant",0,0,"0"
"5143","sp|Q8N3P4|VPS8_HUMAN","VPS8","Vacuolar protein sorting-associated protein 8 homolog",69266.6456584598,86679.1385158432,65275.5029206791,59084.5704621249,73434.0338435319,77139.4592710932,75476.6725013754,81579.274599247,80493.1563636733,74150.4727649012,97012.1835894838,96721.3390564171,98265.3994444446,99273.2791,98640.85478216,101521.032316918,-0.136484136624731,-0.0362806205927858,0.479875608362999,0.875093919675083,"not significant","not significant",0,0,"0"
"5144","sp|Q8N3U4|STAG2_HUMAN","STAG2","Cohesin subunit SA-2",987234.852184878,1130484.43171796,979672.357723712,845905.176808446,848244.414087767,1020978.60565406,1133315.98709656,1080244.34934426,926297.558012067,937833.754716174,1494324.10669238,1483744.98002196,1511130.22638373,1496107.597,1494188.27608874,1472133.73417304,-0.0896312543930043,0.00862873949043335,0.272117064497821,0.241760458765633,"not significant","not significant",0,0,"0"
"5145","sp|Q8WVM7|STAG1_HUMAN","STAG1","Cohesin subunit SA-1",57498.5842854066,99264.3070826171,77380.1329513037,69814.1586512698,58775.507605787,76958.4489784236,85010.9863805805,72509.0906433904,78550.6906036876,64606.027234428,109357.860114266,114363.082600965,110947.177634869,127314.5642,126351.075140773,126412.790381217,-0.0580866431933852,-0.183566021399437,0.085734555008195,2.2323101806364,"not significant","not significant",0,0,"0"
"5146","sp|Q8N488|RYBP_HUMAN","RYBP","RING1 and YY1-binding protein",114877.390505166,110999.208131444,108348.223721775,132839.761533419,130499.122181198,81698.0427949865,73814.0290122827,69996.462193498,96893.2637329601,91721.6609471971,68019.8409750858,70951.856995829,55957.3189168992,66657.3159,69779.5183731377,71494.8999125529,0.529031597769104,-0.0931610923024277,2.05056470243396,0.276578300987905,"significant","not significant",0,0,"0"
"5147","sp|Q8N568|DCLK2_HUMAN","DCLK2","Serine/threonine-protein kinase DCLK2",17036.4311152429,20116.846845129,23083.3588911146,22418.3711176972,16444.5155635626,20656.2813669202,22510.9300306653,25280.7930328866,23972.243313021,23777.7494011867,28858.3008431458,28035.1289418529,31231.1162420147,27198.918,32025.4106993369,26590.4838471894,-0.229635175726906,0.038317226704308,0.818064585458913,0.103112301095112,"not significant","not significant",0,0,"0"
"5148","sp|Q8N584|TT39C_HUMAN","TTC39C","Tetratricopeptide repeat protein 39C",45467.656037699,47839.2717581659,48020.3121399746,38369.0775543439,40400.7278563414,55178.0093331506,54321.8108553128,50450.4405348635,50713.2176629357,44692.4127790664,55157.2815123037,58315.0308702104,55968.9093514322,60516.8618,63512.664683376,65904.1626474283,-0.214369564844074,-0.164710926657624,1.01625329615599,1.25210609199461,"not significant","not significant",0,0,"0"
"5149","sp|Q8N5F7|NKAP_HUMAN","NKAP","NF-kappa-B-activating protein",58942.2748902263,57324.850844508,66064.4525516486,59146.7773627689,53001.6941695689,40685.7961380095,40600.1164858802,46019.917248116,50700.8163865371,56822.6192500041,86213.1888426466,85476.6973418344,70991.3337626241,100679.6855,100203.04643841,102443.157645937,0.326557683925757,-0.321806171800126,1.27693850356593,1.3265615028219,"not significant","not significant",0,0,"0"
"5150","sp|Q8N684|CPSF7_HUMAN","CPSF7","Cleavage and polyadenylation specificity factor subunit 7",866040.230975166,869211.223757992,848386.033090293,918634.312187016,917926.259760613,682934.631896295,744497.887480972,654251.724133792,757924.682433258,834119.665352452,815551.498587498,814676.744557314,848984.081202698,747943.5415,759971.589568387,771922.462717911,0.266865968616947,0.12095077538371,1.75885497802435,1.54386405797754,"not significant","not significant",0,0,"0"
"5151","sp|Q8N6N3|CA052_HUMAN","C1orf52","UPF0690 protein C1orf52",915098.56420131,783338.199460248,877927.830384635,1040528.4823453,1005792.88388114,994223.246733197,695492.43285606,914402.19347814,941367.82433292,880148.084313595,415785.110937274,406720.395235058,392459.607370795,373790.5273,367416.728387054,346488.501819697,0.0628472831659093,0.159639816284762,0.15013051085573,1.31090965149038,"not significant","not significant",0,0,"0"
"5152","sp|Q8N766|EMC1_HUMAN","EMC1","ER membrane protein complex subunit 1",570065.990591052,657898.134098475,596929.40125543,500673.134644692,469618.187916795,512115.532396632,601424.998187124,559401.586089432,490674.584762558,508692.548502126,769987.413639953,755779.566160946,690800.515321472,833165.0029,870987.411362376,857988.667226195,0.064856721449891,-0.209022624632925,0.16626048242972,1.39050394343822,"not significant","not significant",0,0,"0"
"5153","sp|Q8N9T8|KRI1_HUMAN","KRI1","Protein KRI1 homolog",295444.98294311,325869.43957206,295863.721718975,305969.039819528,299927.358538118,288970.577781937,285111.716439483,291761.318381194,293303.88598842,276897.870804572,392856.378518636,407304.624921546,403351.091233688,456744.9429,475608.000691752,469321.383784325,0.0848852228351269,-0.219900544460796,1.07533625937654,2.16912228856263,"not significant","not significant",0,0,"0"
"5154","sp|O15084|ANR28_HUMAN","ANKRD28","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A",39713.8883456825,46976.3506515611,49421.5665856166,47611.2362676056,44213.2112386769,58894.1543991345,57327.1615598457,60292.9602699079,51903.790216254,53698.6951266161,86003.5319705219,79418.3536385566,105415.857578052,88174.3828,80558.1696832818,86870.4450719273,-0.3076619817616,0.0835240474247437,1.89722724935737,0.176554384956887,"not significant","not significant",0,0,"0"
"5155","sp|Q8NB46|ANR52_HUMAN","ANKRD52","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C",59159.764044562,62163.2111080633,59190.0673773174,57488.7900240307,61574.2351116132,40352.0357067836,64874.8619046637,35522.9437391994,55842.4591403768,69329.9513188134,87279.045882075,84086.2613862778,76580.967837349,149476.3508,154192.931055747,158841.551253886,0.171917871427609,-0.899459605470545,0.299176617831949,2.71271835198939,"not significant","significant",0,2,"2"
"5156","sp|Q8NBQ5|DHB11_HUMAN","HSD17B11","Estradiol 17-beta-dehydrogenase 11",329393.227318338,330859.662229937,313796.423732258,283060.46343886,282842.374845815,299276.389938257,304320.037188391,285923.392944555,254783.025546729,264909.271086211,406659.208855582,414375.215389026,434462.017921142,461132.9202,480769.04624335,446737.127098799,0.127996740497935,-0.145413752174149,0.645876111959137,1.16971424806881,"not significant","not significant",0,0,"0"
"5157","sp|Q8NC51|PAIRB_HUMAN","SERBP1","Plasminogen activator inhibitor 1 RNA-binding protein",4418754.23245419,4277225.76768839,4363621.4967862,4876608.7507244,4708552.95249005,4157505.79808477,3763941.19392333,4079086.81601319,4543756.31935236,4200729.90887322,2684333.70841428,2656029.63614698,2733393.46681289,2766556.721,2721964.81848178,2736817.88357194,0.126412402363304,-0.0268350814280203,0.848245245171732,0.67539799720041,"not significant","not significant",0,0,"0"
"5158","sp|Q5JVS0|HABP4_HUMAN","HABP4","Intracellular hyaluronan-binding protein 4",49956.7624153155,56518.8174490563,59577.3383920605,73878.1675161572,60250.6292415506,55052.9245694102,51488.3527668889,57198.5106405855,77376.5293115464,66060.4439649602,35837.8076105133,34442.453644388,41941.0353400809,38058.6367,41507.3013079083,44096.0399426278,-0.0332329757645967,-0.14005549974825,0.0518610653838374,0.438701512703688,"not significant","not significant",0,0,"0"
"5159","sp|Q8NCA5|FA98A_HUMAN","FAM98A","Protein FAM98A",169704.802123876,179977.691804734,173945.17619378,144587.587965049,134253.52791592,158067.761894847,179958.509302208,147434.944344803,128263.991930921,143632.462194697,533545.336082476,526743.858814786,585353.180772772,656180.5884,646723.893268017,647772.176954941,0.0834704879767817,-0.245323809511616,0.197937683837151,1.62443472687504,"not significant","not significant",0,0,"0"
"5160","sp|Q8NCE2|MTMRE_HUMAN","MTMR14","Myotubularin-related protein 14",188199.251167188,210340.396314224,210946.392827194,236215.350695169,226244.780188759,214464.741774502,220172.100042765,225770.925619476,250727.946076515,239190.346550809,179657.025014628,179794.001464175,172473.859241623,178274.061,175397.715404827,185839.559728682,-0.101810389928149,-0.0204307397505581,0.498957020381095,0.183404983438987,"not significant","not significant",0,0,"0"
"5161","sp|Q15043|S39AE_HUMAN","SLC39A14","Metal cation symporter ZIP14",483325.213362078,472884.455793382,490071.429524368,396614.031625172,440862.238568843,507843.141780584,483768.245084341,438998.184833024,451121.701153704,469578.495409476,345389.746673268,300684.745810513,332575.364903247,323882.0635,344140.478913935,325173.751798662,-0.0420552323502744,-0.0212860957343963,0.171013498253679,0.0837532021175174,"not significant","not significant",0,0,"0"
"5162","sp|Q8NCM8|DYHC2_HUMAN","DYNC2H1","Cytoplasmic dynein 2 heavy chain 1",418754.742168376,474249.495626689,455281.434565835,388404.240063746,397036.746872215,452852.028338917,522818.05034118,462054.273520201,438175.152451079,428423.742591936,1105366.28747184,1133959.22915858,1193343.01927576,1273914.428,1247311.53650201,1276060.66958888,-0.11096773843145,-0.145638348322767,0.482250463471127,1.41591556178535,"not significant","not significant",0,0,"0"
"5163","sp|O15226|NKRF_HUMAN","NKRF","NF-kappa-B-repressing factor",224482.902429204,249207.788446686,240053.447720539,217803.543175773,217164.042935764,205681.148935797,184495.048434108,194365.934264528,192411.790715413,186742.404468686,399389.739966198,406220.11030053,393402.15430617,479739.9893,492773.352423659,500387.025252204,0.253366280137373,-0.296813740697298,2.02381355670599,2.47046173276519,"not significant","not significant",0,0,"0"
"5164","sp|Q8NDD1|CA131_HUMAN","C1orf131","Uncharacterized protein C1orf131",220602.048192935,228408.540789359,202357.215708618,193541.816224154,181073.501232945,186617.219847608,183751.778088811,177135.125568365,169305.191242157,173635.951671394,290873.770677639,279266.227231286,307262.019438192,399293.7832,407773.095490577,391071.195611851,0.204408158117554,-0.449484246374072,1.16618623002476,2.34114356213284,"not significant","not significant",0,0,"0"
"5165","sp|Q8NE01|CNNM3_HUMAN","CNNM3","Metal transporter CNNM3",161318.695531103,151329.908661596,166782.436854342,141698.816829888,141334.209830069,141229.38160124,178018.035311361,146920.02375588,140430.489162974,163292.179811562,149151.560577409,149490.149943098,150236.774699987,165296.5713,158429.330048025,164668.970396491,-0.0139831873129208,-0.121723102355063,0.0350642539833331,1.71436879159398,"not significant","not significant",0,0,"0"
"5166","sp|Q8NEL9|DDHD1_HUMAN","DDHD1","Phospholipase DDHD1",81343.5891542138,89052.3848258157,81449.3196440563,76242.5657482803,78914.8754225963,87996.5414375757,92244.8609172207,89229.1105017351,79004.810463043,80598.5302683024,80071.4195397999,85410.1827188677,87022.6126174812,91853.6106,91495.8706787402,87080.8252483456,-0.0761875019621089,-0.0989493703626061,0.426275903494214,0.806708861074482,"not significant","not significant",0,0,"0"
"5167","sp|Q8NFA0|UBP32_HUMAN","USP32","Ubiquitin carboxyl-terminal hydrolase 32",17746.7400753471,20027.6160918536,17931.1386412499,13690.0474142882,11558.4041394657,21641.5184953416,21444.2791505312,17853.4849448039,12646.6461156053,13841.20352723,22833.0538324801,26243.6665161541,28653.2115685621,28884.4133,31016.203945081,31579.8988432556,-0.110979665716298,-0.234994252153678,0.138031889170056,0.857104991858669,"not significant","not significant",0,0,"0"
"5168","sp|Q8NFC6|BD1L1_HUMAN","BOD1L1","Biorientation of chromosomes in cell division protein 1-like 1",1228362.67117892,1183099.50974563,1205639.92685378,1297499.90557046,1278400.8649009,1168055.39830426,1167351.05495576,1164720.41523172,1263438.11259271,1257314.65024231,781020.693962092,786611.740867399,776336.549210241,718978.2849,722183.920988841,745627.501990416,0.0406648410291311,0.100138989174149,0.333514655543671,1.7030829057093,"not significant","not significant",0,0,"0"
"5169","sp|Q8NHU6|TDRD7_HUMAN","TDRD7","Tudor domain-containing protein 7",238412.684153833,211993.941150912,231879.634492621,234985.370359494,221485.234955416,249337.157277526,255616.781565726,262182.400597602,262252.348089638,277434.315573808,254210.977528306,248340.353175611,240606.893002324,240384.8281,240502.878032395,239450.982627755,-0.198604003390012,0.0449940113118995,2.01403576207893,0.671803134893488,"not significant","not significant",0,0,"0"
"5170","sp|Q8TAQ2|SMRC2_HUMAN","SMARCC2","SWI/SNF complex subunit SMARCC2",752445.194736284,731223.252546875,769954.812758559,713378.932952808,695163.567682463,725308.380755713,695543.099434569,699692.483566526,693166.457630778,736209.291208448,748450.729023094,745727.980865636,685662.361860123,645250.0977,658741.351781529,672334.539465412,0.0449106973337786,0.1414020198631,0.463000311964844,1.06747593455284,"not significant","not significant",0,0,"0"
"5171","sp|Q8TC12|RDH11_HUMAN","RDH11","Retinol dehydrogenase 11",101175.523483122,114237.503151024,101594.028285336,89684.141852384,98885.886185319,103001.167607252,116813.810364305,102748.59864523,101571.125023775,104167.961631325,185385.080790672,183366.930537318,192119.441503836,197110.9363,192884.074362063,183219.732628887,-0.0634336129846298,-0.0314055619480131,0.276964000592708,0.255521058283776,"not significant","not significant",0,0,"0"
"5172","sp|Q8TCE6|DEN10_HUMAN","DENND10","DENN domain-containing protein 10",176837.465426235,175487.538290767,180606.226379815,172499.251198858,170262.426710282,180207.405232808,190877.863425738,201198.244482815,188741.420095476,183809.397505298,200613.802154194,216148.684007327,208386.232844818,210930.4902,205517.971052932,211307.591557292,-0.109636358675326,-0.00600459518317269,1.40136625665683,0.0427664750145669,"not significant","not significant",0,0,"0"
"5173","sp|Q8TD30|ALAT2_HUMAN","GPT2","Alanine aminotransferase 2",638656.570610294,661711.073455118,661167.30522574,703192.098952025,677562.491267595,719879.986783193,718963.538071426,765071.38463617,733720.026386685,734156.830636954,850602.724815644,862624.625186355,881715.282570471,696028.2467,667433.443962861,688291.722942832,-0.135647525234379,0.338845291119463,1.97024409996501,2.5819701397473,"not significant","not significant",0,0,"0"
"5174","sp|Q8TDN6|BRX1_HUMAN","BRIX1","Ribosome biogenesis protein BRX1 homolog",315429.578769058,351975.513766058,328965.22822144,246603.932544053,232256.312287813,272193.955292045,287632.103905506,227447.946856838,176865.133254237,175473.675058715,653464.615935464,692071.96819594,673117.04027278,895393.5508,911767.975910418,941480.147432299,0.372396703429462,-0.445325459032865,0.73941383851551,2.53695039718892,"not significant","not significant",0,0,"0"
"5175","sp|Q8TEQ0|SNX29_HUMAN","SNX29","Sorting nexin-29",82756.2302563873,92498.9837910917,82941.7629404882,76992.246142401,75825.354819413,76342.188166909,89558.6953519379,73173.5804222126,79964.3193434871,81054.9958869187,111981.084640202,115751.836479174,116396.973705268,140747.6768,130777.11677726,137339.018438416,0.0388513673987926,-0.248667151993443,0.139962379082172,1.82844934107415,"not significant","not significant",0,0,"0"
"5176","sp|Q8TF46|DI3L1_HUMAN","DIS3L","DIS3-like exonuclease 1",43773.0208802509,42380.6278713218,43216.2172130538,37902.5993033265,40502.7425213531,37839.0724278018,44257.6102828164,41944.1660140283,45074.9842015335,49438.343173792,73996.0867449378,67683.2169101193,59500.6409623993,64950.1504,70488.9670920471,71067.4077803971,-0.0729674263286436,-0.0377008773885298,0.293105724838716,0.100852834706968,"not significant","not significant",0,0,"0"
"5177","sp|Q8TF74|WIPF2_HUMAN","WIPF2","WAS/WASL-interacting protein family member 2",266210.590497839,260374.761414629,257749.63631301,306328.639312269,321186.533611469,263229.400584026,267948.532204665,264017.771521583,321006.694352246,310605.897162533,187784.123404441,189826.589914495,193425.598052161,189410.49,192533.111760046,201110.138074337,-0.0152045248032235,-0.0300463747990002,0.0345839433929242,0.327209311961285,"not significant","not significant",0,0,"0"
"5178","sp|Q8WUD4|CCD12_HUMAN","CCDC12","Coiled-coil domain-containing protein 12",481263.706003425,517950.847952433,479013.564268258,540436.400143847,571353.963290309,478793.897631396,499087.496132244,482870.648960083,622925.308401415,556047.777961949,295774.625435913,301858.530374432,318256.304845986,290169.1543,300363.187522775,296638.627972582,-0.0274253189500279,0.0459613308629012,0.0713008962575704,0.43202697466777,"not significant","not significant",0,0,"0"
