"","Protein","Gene","Protein_Description","aLOG_PISA_1","aLOG_PISA_2","aLOG_PISA_3","aLOG_PISA_4","bSTAT_PISA_1","bSTAT_PISA_2","bSTAT_PISA_3","bSTAT_PISA_4","cLOG_PROT_1","cLOG_PROT_2","cLOG_PROT_3","cLOG_PROT_4","dSTAT_PROT_1","dSTAT_PROT_2","dSTAT_PROT_3","dSTAT_PROT_4","log_prot","log_PISA","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"1969","sp|P39384|YJIM_ECOLI","yjiM","Putative dehydratase subunit YjiM",84358.5872058024,85776.3331622476,90377.4666210843,90799.573193562,126210.572895575,98523.0950716884,146440.488133833,132233.11863268,151436.678818809,163807.8936,177776.782667668,178845.357951466,49392.9498288021,50361.5410766326,42757.900799599,42335.4401728955,-1.86183693323163,0.518973372029714,1.78936603504207,5.3059950419985,"not significant","significant",0,2,"2"
"1970","sp|P39410|YJJJ_ECOLI","yjjJ","Toxin YjjJ",39289.5316165124,45180.2940312828,38006.8177003057,44577.0346733718,55944.4565907629,50782.0178958995,52514.5638602635,49923.0335363701,86181.9958318678,87912.9648,61668.1669124041,81697.5045058141,72237.2037060384,49125.589421928,54997.6389365802,60349.0942768411,-0.423459927625328,0.324323314265606,2.16568919291742,1.33589705941698,"not significant","not significant",0,0,"0"
"1971","sp|P39411|NCPP_ECOLI","yjjX","Inosine/xanthosine triphosphatase",207627.21556077,209533.638999493,223879.294306642,226427.687652624,321620.412034233,271334.927586509,302283.786433221,357003.607130322,519499.258965119,496874.5586,537464.946707858,527631.685209367,130940.28363136,108139.994172339,113691.667921099,104588.832520155,-2.18619852137558,0.529632067235221,2.35361880735577,6.80127390611818,"not significant","significant",0,2,"2"
"1972","sp|P41039|YBII_ECOLI","ybiI","Uncharacterized protein YbiI",134232.795919519,123746.68740158,135839.520973371,105098.309911739,286496.169684222,197802.526768984,180944.783281875,169179.206476144,87903.906961047,83136.4082,93196.5428504069,81823.0710899598,200158.110088143,249440.054960195,224714.43263933,237916.267973679,1.39837392318917,0.741977645390977,1.47077364976928,4.6133451244351,"not significant","significant",0,2,"2"
"1973","sp|P45424|NANQ_ECOLI","nanQ","N-acetylneuraminate anomerase NanQ",252618.922765718,120047.875343691,152403.202720191,218414.400992597,122839.42555632,166430.611024189,153240.84404121,196599.009295759,165321.328554144,196246.9496,178904.221604057,213030.600513957,300527.953914394,263931.235131376,276418.647514634,331288.945173974,0.637492505323848,-0.218238462532874,0.284900122145073,2.81295537304661,"not significant","not significant",0,0,"0"
"1974","sp|P45531|TUSC_ECOLI","tusC","Protein TusC",127261.191596288,98715.8662945028,126920.842034932,113076.627467247,171867.585772045,146267.56351581,169023.978786986,142647.901197062,154256.156741212,157437.9199,176963.181395272,153399.952891494,134765.114920575,110788.247430947,140373.051453941,146981.77910136,-0.268814842163335,0.434658767700893,1.91504247922702,1.46761348139881,"not significant","not significant",0,0,"0"
"1975","sp|P45552|YHFZ_ECOLI","yhfZ","Uncharacterized protein YhfZ",282415.360307593,163263.612951077,212011.943599139,240096.629601934,141253.756638268,125754.934982785,159814.706960109,176922.692125441,268465.532885464,240883.2344,217033.722486689,228693.446663742,205330.825427433,117630.061815661,178659.147050307,145523.569737386,-0.561529555736184,-0.572432141801584,1.29199608438004,1.81369032761673,"not significant","not significant",0,0,"0"
"1976","sp|P45771|YRDD_ECOLI","yrdD","Uncharacterized protein YrdD",48927.635251008,33730.1620460359,47426.9652457624,45392.4741999876,26972.8081340357,31050.9325130157,27714.2045212716,28640.0801548585,42903.5747198226,39453.7979,38001.0209088652,40693.1241694392,51710.3798447655,53793.7337147394,59530.7817945825,54296.5404826399,0.445590345858927,-0.617473989895668,2.0141463049163,3.35960232166642,"not significant","not significant",0,0,"0"
"1977","sp|P46144|YEDJ_ECOLI","yedJ","Uncharacterized protein YedJ",57987.7747169705,45863.3309465195,53381.8579693726,54805.9671111395,66181.9065813448,62347.8233526332,66616.1412627204,57351.886163482,129113.120811089,126211.4531,126631.358272051,124412.185998274,29030.6781734641,21346.8426594771,25944.9596169133,26451.701536716,-2.30070868396895,0.251941403548753,1.45806891160733,7.26153155220311,"not significant","significant",0,2,"2"
"1978","sp|P46888|USPC_ECOLI","uspC","Universal stress protein C",88232.7097028839,67787.192288536,70607.4064534924,98080.6416314225,90327.6944394324,119668.67089772,109217.809614529,136276.727605785,74680.3858746911,70849.5898,81988.3516420781,82306.9792193116,74444.8864631778,76636.7899942316,72015.2842860291,78265.9954902551,-0.0399528976444237,0.488279531934797,1.30668803316572,0.266343794177054,"not significant","not significant",0,0,"0"
"1979","sp|P52037|YGFF_ECOLI","ygfF","Uncharacterized oxidoreductase YgfF",103291.584535513,95757.5437274393,96577.786031016,95369.4838679195,79109.4932634902,93412.9000932183,83812.4868184461,94946.9563402207,100984.834368232,97767.2676,104636.650678654,96428.4138857371,116984.241624818,113722.454525646,120583.636355837,118662.203355201,0.233174638321807,-0.154526335499824,1.10870625954216,3.37923794896443,"not significant","not significant",0,0,"0"
"1980","sp|P52073|GLCE_ECOLI","glcE","Glycolate oxidase subunit GlcE",389702.236031761,407944.772405168,351185.979258443,374268.553060404,356365.128916319,337880.899359949,399681.752313714,393834.771686474,464177.998287987,414487.9883,411892.073919809,379437.486166746,329607.919511539,301478.753072091,332367.927913756,295848.122882125,-0.407219121765813,-0.033867835424839,0.154713757228082,2.57786783944098,"not significant","not significant",0,0,"0"
"1981","sp|P55734|YGAP_ECOLI","ygaP","Inner membrane protein YgaP",300307.460251515,337842.791087942,321791.417461736,307590.627550863,235255.127007619,269459.123872658,237498.2234519,246841.993802224,137501.285744734,157733.3643,149699.31056986,148776.200341677,248450.736063061,255082.889116221,244153.842161329,255859.12552764,0.757276890797664,-0.357900628323903,2.66003143965326,5.60004663643899,"not significant","not significant",0,0,"0"
"1982","sp|P60872|YIDE_ECOLI","yidE","Putative transport protein YidE",147017.607389602,163430.03444367,154355.173910119,152893.206995161,139328.255072335,131241.639269037,131608.067703271,129405.088446541,210680.607005004,219446.623,186971.620423117,230756.44271783,140289.811443152,144727.712193877,128862.821647852,147520.637543477,-0.594786465728818,-0.216601936340774,2.40682889829097,3.24463950360728,"not significant","not significant",0,0,"0"
"1983","sp|P62979|RS27A_HUMAN","RPS27A","Ubiquitin-40S ribosomal protein S27a",175128.675956379,251105.962561194,253895.335788421,187360.634187842,279947.551404127,172735.634656969,213471.314986212,201988.271757349,313599.310458114,260511.5654,289594.424998383,267644.09913745,217746.715697718,143599.948147583,169690.867583167,164133.316236735,-0.702605064085851,0.00108418548696208,0.00123556170904232,2.71573376790404,"not significant","not significant",0,0,"0"
"1984","sp|P63340|YQEG_ECOLI","yqeG","Inner membrane transport protein YqeG",60208.4754379533,57963.7029320877,50650.1660704511,57552.5043625936,53451.0160773649,56701.0693823978,57240.2658138361,61737.535341945,67375.4916916696,61169.4141,70280.486256244,73107.4350775801,72516.8869944911,62130.7929781734,61397.5791131312,71120.4209347466,-0.0255156290309885,0.0174519716215774,0.0800821082132669,0.107085001381743,"not significant","not significant",0,0,"0"
"1985","sp|P64540|YFCL_ECOLI","yfcL","Uncharacterized protein YfcL",29420.4063312749,29948.9408244928,27770.8175485017,30632.1362307781,111989.085266048,68062.0379889541,86305.3012079218,74809.0292749249,129975.700432411,129474.6445,142221.236500488,126721.004628765,19993.2459953197,17705.511905268,15418.8908686463,11206.460208624,-3.03817875120786,1.53447129819609,2.55593392308013,6.3082723771955,"significant","significant",1,2,"3"
"1986","sp|P64554|QUEE_ECOLI","queE","7-carboxy-7-deazaguanine synthase",17428.9715180202,23346.7104646481,18773.3545165582,21862.0976292553,27355.051766957,44028.235154909,31574.4417743792,32055.3755580201,48002.2504570829,46094.3638,43409.387347632,42954.5213663441,24233.8864504326,30527.5154822939,28321.559321424,22085.3330076292,-0.778983439824639,0.729801418667388,1.68389766115207,3.62280439622409,"not significant","not significant",0,0,"0"
"1987","sp|P67095|YFCE_ECOLI","yfcE","Phosphodiesterase YfcE",110320.619750798,117039.876341705,102112.257915109,105348.871412356,576158.2606308,443770.174642764,426106.645944898,446989.201425817,528847.733539324,516754.5605,565571.982854013,618937.827097985,287789.533865867,290733.367890395,294390.513922932,288431.319270551,-0.941319946740053,2.12219731897445,3.66895715983276,4.36232823835017,"significant","not significant",1,0,"1"
"1988","sp|P67244|YQHA_ECOLI","yqhA","UPF0114 protein YqhA",131663.569604877,100435.107168074,119005.835793924,112056.858491491,91397.162342403,71611.8986281977,83858.8052605223,74852.2053165376,82532.3102581108,73880.0312,81535.329728007,77439.0216461432,101660.998467426,103251.681880855,105686.964291623,93258.6134166763,0.356727250289782,-0.525708987584121,2.08753307144757,3.09795550144566,"not significant","not significant",0,0,"0"
"1989","sp|P67553|YNFC_ECOLI","ynfC","UPF0257 lipoprotein YnfC",71232.2092708381,70556.3504109237,77341.7443937771,69377.7624106647,38088.521994559,40379.4951613531,37383.6720687767,41292.2082460585,56782.0638515241,50807.4805,56468.2536374609,56225.7350649367,43859.7190552439,40736.5624752935,42666.5515837918,39749.5585041682,-0.399406504102786,-0.876525408614765,4.36449477058237,3.47716390062411,"not significant","not significant",0,0,"0"
"1990","sp|P68699|ATPL_ECOLI","atpE","ATP synthase subunit c",681836.879486257,704989.705920786,578504.813140751,578020.897031438,706595.699843243,692054.387795158,784058.090946797,1073642.5050039,697488.772019026,678906.4094,674774.608640543,814476.665018475,460675.056231023,518364.571783205,465922.369573762,564024.588382538,-0.51239269898748,0.356524762430345,0.859022258529189,2.59583341604994,"not significant","not significant",0,0,"0"
"1991","sp|P69490|CCME_ECOLI","ccmE","Cytochrome c-type biogenesis protein CcmE",79615.2893371135,87986.6022099333,84493.7846751818,81058.5105253553,94959.222249199,87978.6043847515,89762.6892618201,94952.9566488564,60338.413516276,48636.957,57827.1971648811,55369.6360357846,89012.4246416539,84517.561746152,90149.4452924034,85946.9867233921,0.65413587122865,0.142156587406995,1.60831472221942,4.28774081264019,"not significant","not significant",0,0,"0"
"1992","sp|P69822|ULAB_ECOLI","ulaB","Ascorbate-specific PTS system EIIB component",85737.4793050282,79084.3998098928,79637.5677616092,79915.7620940039,51953.4885389334,50383.015241956,48302.1362996827,44043.1171708096,67340.4681815463,70874.8691,60909.0222546565,71329.5713007012,32532.4044362327,22578.5176584726,31791.1307635538,30867.9827702376,-1.19941034686437,-0.736545860938401,4.13290307548815,4.3274319762524,"not significant","significant",0,2,"2"
"1993","sp|P75796|GSIA_ECOLI","gsiA","Glutathione import ATP-binding protein GsiA",90317.7442892503,76593.8661069818,83457.9252297118,82850.9893075998,155245.847421836,154917.155078648,197728.367734036,188486.964648017,240299.310558446,256802.2793,253508.765699086,247845.016138859,130701.575443596,99067.0980412951,106092.198971843,106434.841374025,-1.17468668293999,1.06339405263945,3.14143891653027,5.30427156836846,"significant","significant",1,2,"3"
"1994","sp|P75839|YCAP_ECOLI","ycaP","UPF0702 transmembrane protein YcaP",61577.1782812361,56009.3244910397,56579.2822192892,74275.7017099822,64766.0344069591,81328.0483116484,71742.1772486725,90386.3030882316,76672.4778201958,83424.6074,73898.7815430384,76968.0613864286,155618.881737272,139197.262389686,158940.759462747,162376.472488979,0.986495451596836,0.311066370272258,0.995647044593172,4.75361516187695,"not significant","not significant",0,0,"0"
"1995","sp|P75989|BLUR_ECOLI","bluR","HTH-type transcriptional repressor BluR",23224.2076933538,23668.5237860511,20813.732747239,21878.2428075779,61806.7200708636,63734.108479696,73519.3352866506,79237.7589506665,117193.834980864,117016.2188,173832.568628481,118513.290167288,33018.0554938918,31356.7320556637,33469.4939590023,28870.0377645606,-2.05500716805743,1.63530576387134,3.79527219281219,3.25487046172499,"significant","significant",1,2,"3"
"1996","sp|P76076|YDBL_ECOLI","ydbL","Uncharacterized protein YdbL",54801.6649956832,66908.2428126194,57664.2124258225,44510.2863328546,159448.579001575,115752.336145412,118366.453692818,78115.7426392581,141398.773377461,133597.3516,132079.455000462,148607.184711952,46184.5010636071,39339.4393796844,46834.3187109871,43996.0324241561,-1.65578480954624,1.07506389765348,1.72529154062943,5.81188719221332,"significant","significant",1,2,"3"
"1997","sp|P76208|YNIB_ECOLI","yniB","Uncharacterized protein YniB",106764.544225304,89374.7167033613,89189.8275855757,117100.732637364,68183.530111801,69635.3971808146,78220.6371373157,97808.2689842697,63689.8662052242,65249.2246,66271.9837791447,68586.1242226528,67313.8883256037,82338.1087300245,72374.1515511074,79232.974046022,0.191575684259261,-0.358671967158896,1.08152231969439,1.3681451468852,"not significant","not significant",0,0,"0"
"1998","sp|P76231|YEAC_ECOLI","yeaC","Uncharacterized protein YeaC",80388.0035481896,32156.0819472098,35489.3428264956,64560.1412533795,95414.4840045498,117112.99409621,107301.96027673,118745.253585285,206450.30253934,206637.7393,195484.688308406,237833.14277045,32372.1034747029,26654.4919016559,22521.1666037139,19714.998139435,-3.06324592440807,1.04472460381194,2.0668086653493,5.50872779838324,"significant","significant",1,2,"3"
"1999","sp|P76339|HPRS_ECOLI","hprS","Sensor histidine kinase HprS",26859.2732438493,19997.1890694748,21886.7483894539,21607.0499396989,25612.474656998,22810.2424951459,22741.5080081215,33520.6558612007,31809.5953956647,36094.0942,38345.0524288247,37964.8983063937,17838.9095686765,19826.9406534253,13943.8140465708,16898.136044996,-1.07386745905709,0.212452429852213,0.502382038217372,3.9773761928864,"not significant","significant",0,2,"2"
"2000","sp|P76341|HIUH_ECOLI","hiuH","5-hydroxyisourate hydrolase",55098.9272161679,67053.6455523288,69879.4261592261,57692.0815755682,63836.5183369056,68942.5164676194,61606.9394160739,62915.2217938991,90171.7163459023,89038.4707,82893.3585401473,83184.2520790913,24311.8184657264,26040.0375376231,18187.9113212436,25283.0923447024,-1.87978797164716,0.0431232183693489,0.163091740565335,5.92574708207374,"not significant","significant",0,2,"2"
"2001","sp|P76361|YEER_ECOLI","yeeR","Inner membrane protein YeeR",17456.934934824,19969.0562361545,21541.7569516152,17660.1963626985,30518.0204841507,26652.1906305173,30519.3609045365,31536.1991216175,39415.6973168858,40231.2988,45860.9817497535,39086.1250914416,19388.5693243488,16121.8863097496,14577.1578511769,15548.946127062,-1.32634112207577,0.637753602372885,3.00074667087446,4.61679436978938,"not significant","significant",0,2,"2"
"2002","sp|P76398|MDTB_ECOLI","mdtB","Multidrug resistance protein MdtB",44986.1759811938,40867.3347681172,41373.8697717146,43351.6003519489,47137.9507080469,54400.2493147224,47974.6258290679,59628.8698874447,45183.2922281884,52264.1001,47444.397053626,51367.2433387886,82865.2365351288,81967.8487101183,68963.4294210787,76477.5634382421,0.660784116896458,0.294040829445375,1.50992801266347,3.49998676120466,"not significant","not significant",0,0,"0"
"2003","sp|P76406|YEGR_ECOLI","yegR","Uncharacterized protein YegR",54783.6824524307,52109.4255867986,58610.716640366,63204.6836484203,52998.753823087,53629.6990504749,46746.7856171119,52679.196183897,31940.3592247166,30402.5928,29197.9143488089,29127.2584061589,94000.5804578283,71002.1222208672,83902.9079272644,82986.6987369987,1.45967056972935,-0.150484523914551,0.902377288938058,4.26420637166764,"not significant","significant",0,2,"2"
"2004","sp|P76446|PDEN_ECOLI","pdeN","Probable cyclic di-GMP phosphodiesterase PdeN",33565.3828354454,36285.7351040049,32936.0626259494,32456.2478408744,31329.1660308955,28269.5843176144,36357.2856631645,49906.1268857317,51974.1187151914,62076.1699,50747.5718671404,59392.5600297246,40811.7920936811,34051.3507630155,33258.2017597402,30130.1176113354,-0.697429894865537,0.109047198197201,0.187397306495091,2.89939926601659,"not significant","not significant",0,0,"0"
"2005","sp|P76539|YPEA_ECOLI","ypeA","Acetyltransferase YpeA",57964.6880639508,43568.7720151446,46362.8154241905,55312.1774365419,105473.775689916,155176.551698134,119636.532632781,121835.503403723,118501.873928949,128427.3789,139458.484127521,128759.997256271,85889.3341316202,83599.9147769432,69575.8066613689,83246.8499285868,-0.676528748735701,1.30507856520113,2.84313072429602,3.66346598260156,"significant","not significant",1,0,"1"
"2006","sp|P76541|EUTL_ECOLI","eutL","Bacterial microcompartment shell protein EutL",44641.6034917233,42187.524365892,45456.6395269829,50641.1211019156,48151.4573501971,43092.22233166,42158.9193240166,56047.2985610346,41668.5048050291,47722.5186,46385.2391652427,47780.866214404,67297.9274275477,69564.2231363605,72082.3096040527,79404.8880464329,0.651588616039322,0.0505492068844031,0.148876123297829,3.72322555236153,"not significant","not significant",0,0,"0"
"2007","sp|P76555|EUTQ_ECOLI","eutQ","Acetate kinase EutQ",131080.054204185,131061.132267443,115576.707952303,123399.758645779,134438.626391077,125729.087352186,136320.870118083,134788.702475967,180745.138122026,180623.9297,123130.267083233,182828.330220864,103236.943862715,86831.7553921569,91289.3169181558,95113.3558699251,-0.825855151878533,0.0843156736324249,0.766281248777214,2.44729650001248,"not significant","not significant",0,0,"0"
"2008","sp|P77179|RSXE_ECOLI","rsxE","Ion-translocating oxidoreductase complex subunit E",74503.1786345197,77774.3262873151,64180.4616158585,79639.0032130209,64287.9595852486,81757.021010661,70403.4580074017,91071.1249724329,123638.119500328,127579.5566,129343.091544441,143476.243711569,146991.217804455,143536.524193702,149987.591278141,172057.316392915,0.225212245367115,0.0546084677036048,0.135911641612012,1.4806550094002,"not significant","not significant",0,0,"0"
"2009","sp|P77182|MNMC_ECOLI","mnmC","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC",63084.9943262862,43652.9587663463,44176.6351625019,55801.7389407807,56390.311855704,62416.499183972,64950.7179115676,78821.3832537179,101519.073953282,102360.0625,108056.05220633,103114.497110316,65686.6548970779,52151.7111165051,64381.0217648298,53308.117812684,-0.817388500595114,0.34509871510523,0.972524014267958,4.36401335478197,"not significant","not significant",0,0,"0"
"2010","sp|P77213|GCS2_ECOLI","ybdK","Putative glutamate--cysteine ligase 2",105218.469597903,97780.3415680833,103559.817611798,103188.744394681,126820.542764935,119170.768125976,127980.788248597,139976.528422092,134556.640424607,131124.4277,141214.398363543,142619.538049028,135739.272237875,134338.810182443,129557.955212979,132288.676117999,-0.0469368070175858,0.326889459610877,2.5242478830755,0.673979791851178,"not significant","not significant",0,0,"0"
"2011","sp|P77223|RSXB_ECOLI","rsxB","Ion-translocating oxidoreductase complex subunit B",79208.4564802684,78129.7661826492,80583.938277865,103898.003540691,92457.7823739959,92848.1586489195,103604.737139782,100410.492269351,134041.834821872,146230.1328,129098.548552969,144149.838289191,88117.418246888,68884.0791703079,68440.4423250376,72019.6447416831,-0.895933005465696,0.187723291155611,0.792290710188979,4.10347219389985,"not significant","not significant",0,0,"0"
"2012","sp|P77256|AKRMG_ECOLI","ydjG","NADH-specific methylglyoxal reductase",59448.3119420349,56143.8301925314,53004.0502464076,56680.8138736024,51154.095489876,71619.8055502155,55200.9027968221,53915.389287644,65537.8946970216,66705.9482,66517.5483123312,64157.3368922787,38762.7122435535,35364.3377190691,42808.3747886176,37909.411192963,-0.763793640865553,0.0417417412234981,0.110794987247506,5.12430908560197,"not significant","not significant",0,0,"0"
"2013","sp|P77360|YPHC_ECOLI","yphC","Uncharacterized zinc-type alcohol dehydrogenase-like protein YphC",37209.0780972903,36908.1459016672,30777.7980163297,34074.9500438413,39663.6745556001,40138.5489666794,39011.4090784673,48523.9345565142,70807.327669259,66443.5576,62303.5932898975,71897.7323222267,56120.4125720011,45892.7482708333,47259.3802455919,58920.9298386083,-0.382773408592194,0.267988179434684,1.26216169861336,2.09173938713416,"not significant","not significant",0,0,"0"
"2014","sp|P77580|ACDH_ECOLI","mhpF","Acetaldehyde dehydrogenase",23126.2844910688,22030.0120561555,20033.2914346345,22676.8094482801,19848.9763624783,24743.3610310868,19559.4495226325,20841.5741434193,29888.8751952905,35519.2715,31235.2324945486,33375.8968338836,23504.218443198,24882.7885548158,18225.5115029343,19365.8946222269,-0.596679137734549,-0.0479613889810143,0.178217411293259,2.68709005646625,"not significant","not significant",0,0,"0"
"2015","sp|P77667|SUFA_ECOLI","sufA","Protein SufA",83392.7818360217,90637.5073382965,90325.2831646466,77199.2241887057,170482.846965244,146499.782832875,136888.229070719,146578.317305613,121433.362003023,140266.0918,127497.442434793,124803.98192662,181871.330699762,183232.804290802,183747.247156664,200963.667948541,0.544763959073508,0.813925084632519,3.22548880957369,3.94607189118917,"not significant","not significant",0,0,"0"
"2016","sp|P77712|FADM_ECOLI","fadM","Long-chain acyl-CoA thioesterase FadM",299969.153654444,282450.841107845,287001.664409483,321873.440461681,308700.687362917,332237.728696501,345821.312858452,342011.703090523,149303.947357859,142575.6074,149401.975136705,146131.526703122,448691.484532949,419864.838762605,466633.659835926,458252.128847074,1.61028394097569,0.157562129234466,1.36338392594127,6.28930683157398,"not significant","significant",0,2,"2"
"2017","sp|Q46800|XDHB_ECOLI","xdhB","Putative xanthine dehydrogenase FAD-binding subunit XdhB",27864.4010316765,27283.7323244716,27380.9858372948,32387.6210708327,63856.0308648838,64917.0919226825,58828.8156827869,61191.6647056094,111434.307570942,112344.5586,103713.268518837,112131.800851263,48801.6603698984,41801.0787153917,43173.9951432164,47191.7629872097,-1.28053136016512,1.11436041729922,4.53983931054487,5.95096893494309,"significant","significant",1,2,"3"
"2018","sp|Q46855|YQHC_ECOLI","yqhC","Uncharacterized HTH-type transcriptional regulator YqhC",44951.4938886837,48351.1578387601,35712.1470643198,45365.2872671827,125349.127102469,127262.871118172,120656.927147783,120821.539363799,152831.508789401,146004.0938,155706.300899036,154951.76658723,57809.2187332713,65354.1364902551,51280.8416931266,57887.219960192,-1.39142698283613,1.50253991808174,4.87720896880157,6.07353067101499,"significant","significant",1,2,"3"
"2019","sp|P0ADV9|LPTC_ECOLI","lptC","Lipopolysaccharide export system protein LptC",178344.770587485,164814.709325013,179657.216118893,199744.893604594,133150.054800189,88943.1331037718,122328.076891197,130030.640726712,167054.605119064,171975.8555,136693.113949372,162383.817241755,260160.113763071,230628.333466959,280225.944034294,252873.668648513,0.682186845007008,-0.606858714331658,2.28511108064079,3.37201940566598,"not significant","not significant",0,0,"0"
"2020","sp|P18776|DMSB_ECOLI","dmsB","Anaerobic dimethyl sulfoxide reductase chain B",68998.7297718465,70175.6517504847,65321.5183696972,70066.3499900497,58386.6030825823,50360.2861540218,57265.726997866,63906.8385337656,84370.1726158131,83054.4453,84355.0958594475,91467.7654232892,61855.1946799249,44024.7314579659,51406.1012417014,48117.5014835087,-0.740788157708809,-0.256004734366905,1.77942245278641,3.54667764289255,"not significant","not significant",0,0,"0"
"2021","sp|P08956|T1RK_ECOLI","hsdR","Type I restriction enzyme EcoKI R protein",111170.967515129,102220.408523667,106706.717578121,102253.09293075,111946.489887491,82969.6652068918,111131.506384949,125506.374160326,182258.523246919,193464.2305,169233.556163524,195749.671478145,54197.2474685997,43903.6436220707,46899.6172539984,39887.5426549744,-2.00224899854956,0.0310981089763927,0.0779412627963752,5.60168422272064,"not significant","significant",0,2,"2"
"2022","sp|P09151|LEU1_ECOLI","leuA","2-isopropylmalate synthase",139163.930085658,65373.9303248804,79931.1906855429,99063.9634590936,63631.239730156,60702.0478243649,72774.9062560286,73297.1954642905,110299.123096957,112383.0981,159995.161881031,108839.559226856,151504.517086041,144552.053067225,146873.940729188,187185.096008881,0.358375396909541,-0.504226865059898,0.781018652503368,1.09878478969113,"not significant","not significant",0,0,"0"
"2023","sp|P0A6A6|LEUC_ECOLI","leuC","3-isopropylmalate dehydratase large subunit",51108.0286733811,45354.5397214336,48240.1639571385,48623.8647455219,90545.8483474985,58692.3803174957,86578.3128720599,97765.5114526209,183693.55055233,172295.5195,176916.197055512,161530.764842157,40478.5667437479,29505.0042905618,24500.5987699362,25227.8684471518,-2.53627356922158,0.787001541199515,1.92770905637065,5.93537712663552,"not significant","significant",0,2,"2"
"2024","sp|P0A6J1|CYSC_ECOLI","cysC","Adenylyl-sulfate kinase",208361.683716369,192542.195326627,211383.904724107,216592.756339244,303273.737064802,298005.419861722,299419.223321318,318869.407042361,496554.586385953,501362.6777,487196.542691777,488547.271195324,117573.318997832,108856.65038813,119291.464166582,106497.949668802,-2.12577953191356,0.557133851976263,4.11572109996037,7.61384949504611,"not significant","significant",0,2,"2"
"2025","sp|P0A8C1|YBJQ_ECOLI","ybjQ","UPF0145 protein YbjQ",554272.439654407,344386.313556445,328884.976967231,480759.506960062,783443.58593222,707748.214062772,835252.739450933,843602.772931747,485513.956184435,481507.9688,418739.194494696,494588.770952015,887405.39291909,867622.313062789,907325.667759233,898342.378938156,0.921158028720836,0.891940285182235,2.57480946553378,5.72789235995363,"not significant","not significant",0,0,"0"
"2026","sp|P0AFS3|FOLM_ECOLI","folM","Dihydromonapterin reductase",597060.665926614,572166.757492124,540764.703439134,613824.149674662,328040.863784646,382210.181967336,409225.813965989,482075.585459253,265807.574544301,265330.2754,337574.93987791,294728.95958957,463527.391201591,575514.557334941,561904.395143983,562436.937444648,0.894890306106593,-0.537024970151095,2.30822349889322,3.5390322064177,"not significant","not significant",0,0,"0"
"2027","sp|P0AGH1|YHHJ_ECOLI","yhhJ","Inner membrane transport permease YhhJ",25072.9453253615,22288.9860301756,19943.8850099834,21958.6312874834,29225.9959567891,30132.8083174162,30170.7983993106,28348.4690287118,56569.4232682389,54590.5898,53644.8961083585,54078.8805119695,54317.6651879978,49555.4170246907,60309.7334286474,56136.3351861692,0.00942979009658735,0.401137768958774,2.70967340519312,0.0502857789922223,"not significant","not significant",0,0,"0"
"2028","sp|P52096|YAER_ECOLI","yaeR","Uncharacterized protein YaeR",203332.280502579,148798.36250698,155406.887157104,193171.483495209,194501.77539817,174482.314778004,205899.082911637,206443.859316338,127438.200194786,127110.3574,134020.946043561,134534.460014121,207559.084506112,207805.927771131,224894.319658373,233858.78680847,0.740730541281544,0.157111074864896,0.546736797713329,4.58842171092911,"not significant","not significant",0,0,"0"
"2029","sp|P60566|FIXA_ECOLI","fixA","Protein FixA",231067.275937806,226424.051536277,235688.908326793,222048.166654685,204004.1382119,204749.980068753,206606.900581748,213222.468315526,150354.350019929,136547.584,126411.509693881,156486.570682545,219913.974577143,211176.671410138,201614.95618041,224132.145662829,0.588566381042448,-0.143484755072308,2.62352282131943,3.66764929692555,"not significant","not significant",0,0,"0"
"2030","sp|P75822|YBJT_ECOLI","ybjT","Putative NAD(P)-binding protein YbjT",80139.7142815371,99609.2383003445,89898.3550021118,86864.3481840651,230161.336669359,215481.574640998,232953.091092267,242463.664411668,349240.452451444,356555.4023,353056.464098935,335126.862581086,491163.355668938,482067.899841376,561227.370943688,347815.012926974,0.433267362811018,1.3693453732053,4.68088950332678,1.4093832936297,"significant","not significant",1,0,"1"
"2031","sp|P75992|YMGA_ECOLI","ymgA","Probable two-component-system connector protein YmgA",203400.831918677,187644.904675901,193471.386865555,182889.28331966,257383.672676513,168296.747446627,186929.513152492,225438.678531228,213994.26781425,221365.1719,206243.073435159,238317.161456391,309116.409483341,309564.873564824,322784.710501123,344852.54946001,0.547804219586329,0.127043121755081,0.329776698525569,3.88311715358874,"not significant","not significant",0,0,"0"
"2032","sp|P76213|CHO_ECOLI","cho","Excinuclease cho",9734.54207383532,8170.77159553138,9027.72051246256,9694.62852268506,13105.2364495547,18754.4391230756,18114.2651874414,19428.9178375186,30629.7497970501,31030.5225,30283.346745035,31408.609537598,10014.5853196863,12076.3765318231,14008.5085545253,11585.069181027,-1.37119028816176,0.922061444137802,2.47005733542659,5.75510093916597,"not significant","significant",0,2,"2"
"2033","sp|P76344|ZINT_ECOLI","zinT","Metal-binding protein ZinT",182023.257480177,212704.611099037,249403.261138745,170384.878564281,137067.985626054,104145.878830279,141564.924522002,131531.303697608,82863.8006241736,76901.4036,105283.749683975,87458.7389229747,194604.482164266,204170.67631211,234362.253306278,226867.440994604,1.28669005856278,-0.66330458836825,1.83218049451529,4.31139045397606,"not significant","significant",0,2,"2"
