Group,SubGroup,Protein,Protein_ID,Entry_Name,Gene,Length,Percent_Coverage,Organism,Protein_Description,Protein_Existence,Protein_Probability,Top_Peptide_Probability,Total_Peptides,Unique_Peptides,Razor_Peptides,Total_Spectral_Count,Unique_Spectral_Count,Razor_Spectral_Count,Total_Intensity,Unique_Intensity,Razor_Intensity,Razor_Assigned_Modifications,Razor_Observed_Modifications,Indistinguishable_Proteins,TMT_126,TMT_127N,TMT_127C,TMT_128N,TMT_128C,TMT_129N,TMT_129C,TMT_130N,TMT_130C,TMT_131N,TMT_131C,TMT_132N,TMT_132C,TMT_133N,TMT_133C,TMT_134
1,a,sp|A0A385XJE6|INH21_ECOLI,A0A385XJE6,INH21_ECOLI,insH21,326,8,Escherichia coli (strain K12) OX=83333,Transposase InsH for insertion sequence element IS5U ,3:Protein inferred from homology,1,0.999,3,0,3,3,0,3,40159608,0,40159608,N-term(304.2072),,"sp|P0CE49|INSH1_ECOLI, sp|P0CE50|INSH2_ECOLI, sp|P0CE51|INSH3_ECOLI, sp|P0CE52|INSH4_ECOLI, sp|P0CE53|INSH6_ECOLI, sp|P0CE54|INSH7_ECOLI, sp|P0CE55|INSH8_ECOLI, sp|P0CE56|INSH9_ECOLI, sp|P0CE57|INH10_ECOLI, sp|P0CE58|INH11_ECOLI, sp|P76071|INSH5_ECOLI",446419.3789,504778.3906,455196.6797,589033.2344,134163.0332,112079.8457,112561.4863,129701.1172,1209581.461,1383519.313,1142235.68,1375785.047,135812.623,137879.6797,125492.5459,113572.8799
1794,a,sp|P00761|TRYP_PIG,P00761,TRYP_PIG,,231,32.9,Sus scrofa,Trypsin ,1:Experimental evidence at protein level,1,0.999,7,6,7,231,229,231,4342381632,4195798640,4342381632,"10K(304.2072), 17M(15.9949), 20K(304.2072), 2K(304.2072), 8K(304.2072), 9C(57.0215), N-term(304.2072)",,,5609809.448,5693565.231,6608930.943,6705847.027,6761084.895,5947668.8,6037350.856,6188866.434,6369974.238,6955649.286,6258820.037,7082376.374,7328228.66,6985690.461,6450972.059,6634994.096
1795,a,sp|P00934|THRC_ECOLI,P00934,THRC_ECOLI,thrC,428,43.2,Escherichia coli (strain K12) OX=83333,Threonine synthase ,1:Experimental evidence at protein level,1,0.999,16,16,16,25,25,25,106799242,90772502,106799242,"10K(304.2072), 15K(304.2072), 17K(304.2072), 18K(304.2072), 19K(304.2072), 1K(304.2072), 2K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)",,,1657715.209,1443054.783,1613312.44,1790593.958,859160.8613,741372.426,774318.4212,854861.4241,2532019.771,2847354.189,2588656.912,2808034.935,1150471.292,938662.0647,913630.7001,903962.0955
1796,a,sp|P02413|RL15_ECOLI,P02413,RL15_ECOLI,rplO,144,63.2,Escherichia coli (strain K12) OX=83333,50S ribosomal protein L15 ,1:Experimental evidence at protein level,1,0.999,11,10,11,78,76,78,2491088000,1690413520,2491088000,"11K(304.2072), 12K(304.2072), 13K(304.2072), 1K(304.2072), 7M(15.9949), 8K(304.2072), 8M(15.9949), 9K(304.2072), N-term(304.2072)",,,2029316.805,2201690.326,2239246.036,2419325.135,2216920.767,1896667.327,2139891.272,2184703.817,17643219.68,21329494.7,19522024.25,20965280.76,3005781.856,2640277.125,2035477.032,2013000.14
1797,a,sp|P02769|ALBU_BOVIN,P02769,ALBU_BOVIN,ALB,607,20.6,Bos taurus,Serum albumin ,1:Experimental evidence at protein level,1,0.999,13,11,13,25,19,25,78198918,56380777,78198918,"10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 1K(304.2072), 2K(304.2072), 3K(304.2072), 3M(15.9949), 7K(304.2072), 8K(304.2072), 9C(57.0215), 9K(304.2072), N-term(304.2072)",,,1291022.916,1132017.068,1242676.56,1318551.899,1117895.928,918701.4214,962245.6055,1007642.037,710949.2446,812683.7056,673703.0635,766237.1797,884147.6592,852410.4375,776686.0044,774681.958
1798,a,sp|P02925|RBSB_ECOLI,P02925,RBSB_ECOLI,rbsB,296,81.1,Escherichia coli (strain K12) OX=83333,Ribose import binding protein RbsB ,1:Experimental evidence at protein level,1,0.999,31,31,31,655,655,655,18043627520,18043627520,18043627520,"10K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 17K(304.2072), 1K(304.2072), 1M(15.9949), 20K(304.2072), 21K(304.2072), 22K(304.2072), 23K(304.2072), 25K(304.2072), 25M(15.9949), 27K(304.2072), 3K(304.2072), 4K(304.2072), 4M(15.9949), 5K(304.2072), 5M(15.9949), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,53397043.49,96972592.08,119154618.7,78771528.59,234097831.6,163299531.5,168445975.2,131976514.2,72145005.01,90250519.06,80060110.94,88579287.85,148533546.2,159085439.3,142485031.4,129274138.5
1798,b,sp|P76176|YDGD_ECOLI,P76176,YDGD_ECOLI,ydgD,273,14.3,Escherichia coli (strain K12) OX=83333,Uncharacterized serine protease YdgD ,3:Protein inferred from homology,1,0.999,4,3,4,7,6,7,48371552,48371552,48371552,"16K(304.2072), 2K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)",,,279416.3418,291522.4854,320803.8662,346153.9541,689113.5664,536941.5684,601468.7642,697520.0806,333935.7461,398759.8145,322251.1094,361496.8926,645738.499,654357.8623,530180.2017,615438.498
1799,a,sp|P04335|FRSA_ECOLI,P04335,FRSA_ECOLI,frsA,414,37,Escherichia coli (strain K12) OX=83333,Esterase FrsA ,1:Experimental evidence at protein level,1,0.999,15,14,15,24,23,24,93932082,93932082,93932082,"10K(304.2072), 11K(304.2072), 14K(304.2072), 17K(304.2072), 3M(15.9949), N-term(304.2072)",,,1536887.492,1363984.427,1445387.46,1755434.039,779134.3008,778238.4863,721798.3623,741652.6331,2924920.872,3488578.822,3516974.535,3492724.802,989284.5371,920533.386,808004.2494,806613.8225
1800,c,sp|P32721|ALSA_ECOLI,P32721,ALSA_ECOLI,alsA,510,15.9,Escherichia coli (strain K12) OX=83333,D-allose import ATP-binding protein AlsA ,3:Protein inferred from homology,1,0.999,8,6,6,12,9,9,48340260,24690794,24690794,"10K(304.2072), 12K(304.2072), 3M(15.9949), 4K(304.2072), 9K(304.2072), N-term(304.2072)",,,143854.5552,161114.6533,150174.5854,188299.1445,211713.6904,198693.3311,198194.3135,216442.4756,510441.9102,595121.4609,588831.1406,604935.4141,339581.2402,333992.75,282082.5645,286046.1035
1800,a,sp|P04983|RBSA_ECOLI,P04983,RBSA_ECOLI,rbsA,501,64.9,Escherichia coli (strain K12) OX=83333,Ribose import ATP-binding protein RbsA ,1:Experimental evidence at protein level,1,0.999,29,28,29,79,77,79,212954568,212954568,212954568,"10K(304.2072), 11K(304.2072), 11M(15.9949), 12K(304.2072), 12M(15.9949), 13M(15.9949), 15K(304.2072), 17K(304.2072), 18K(304.2072), 1K(304.2072), 2M(15.9949), 3M(15.9949), 4M(15.9949), 6C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9M(15.9949), N-term(304.2072)",,,2398746.518,2374995.881,2537040.073,2874422.505,2433223.811,2019056.133,2109361.989,2130336.732,7721651.828,8977521.211,8465092.7,9116996.639,4112665.498,3677414.686,3218177.949,3302182.111
1800,b,sp|P0AAG8|MGLA_ECOLI,P0AAG8,MGLA_ECOLI,mglA,506,53.8,Escherichia coli (strain K12) OX=83333,Galactose/methyl galactoside import ATP-binding protein MglA ,1:Experimental evidence at protein level,1,0.999,25,23,25,51,48,51,152115988,152115988,152115988,"10K(304.2072), 10M(15.9949), 13K(304.2072), 14K(304.2072), 15M(15.9949), 17K(304.2072), 1C(57.0215), 20K(304.2072), 2C(57.0215), 2M(15.9949), 4K(304.2072), 7K(304.2072), 8K(304.2072), 9M(15.9949), N-term(304.2072)",,,1113477.444,1134944.498,1143548.486,1373936.369,1045890.614,902863.0039,999231.6155,1132088.193,7769839.915,8828170.07,7677218.877,8608866.755,2759653.002,2306898.78,2213644.658,2196426.815
1801,a,sp|P06966|DICA_ECOLI,P06966,DICA_ECOLI,dicA,135,21.5,Escherichia coli (strain K12) OX=83333,HTH-type transcriptional regulator DicA ,4:Protein predicted,1,0.999,4,4,4,6,6,6,45100159,42601492,45100159,"7K(304.2072), 8K(304.2072), N-term(304.2072)",,,527442.5928,481198.3267,476136.4565,537291.1587,214580.5437,172383.7278,181310.0942,187393.1184,572047.2656,642398.8896,505046.9766,638316.5352,310117.4341,277117.4624,260506.1189,255486.1628
1802,a,sp|P06986|HIS8_ECOLI,P06986,HIS8_ECOLI,hisC,356,28.9,Escherichia coli (strain K12) OX=83333,Histidinol-phosphate aminotransferase ,1:Experimental evidence at protein level,1,0.999,11,10,11,25,24,25,287922200,287922200,287922200,"11C(57.0215), 13K(304.2072), 4C(57.0215), 4K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,1160575.565,1154517.574,1254830.443,1321748.021,1194515.222,1045940.517,1035254.119,1088899.26,1202836.131,1456611.552,1262441.491,1414604.385,1223963.188,1234020.202,1058391.076,1048642.77
1803,a,sp|P06988|HISX_ECOLI,P06988,HISX_ECOLI,hisD,434,32.3,Escherichia coli (strain K12) OX=83333,Histidinol dehydrogenase ,1:Experimental evidence at protein level,1,0.999,14,13,14,38,37,38,511781672,511781672,511781672,"10K(304.2072), 11C(57.0215), 13K(304.2072), 16K(304.2072), 3K(304.2072), 3M(15.9949), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,1730738.321,1630813.042,1809337.122,1813048.818,3355060.834,2568477.06,2739650.856,2606095.926,2136587.015,2393595.221,2050315.69,2258303.768,3214043.395,2933137.608,2883971.502,2754007.006
1804,a,sp|P06996|OMPC_ECOLI,P06996,OMPC_ECOLI,ompC,367,40.1,Escherichia coli (strain K12) OX=83333,Outer membrane porin C ,1:Experimental evidence at protein level,1,0.999,15,12,15,28,19,28,411155448,277059348,411155448,"10K(304.2072), 11K(304.2072), 20M(15.9949), 2M(15.9949), 4K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)",,,4660350.131,3967974.418,4558807.608,5401395.655,3402717.263,2732791.546,2667523.59,2798112.909,4091308.121,4676074.417,4329947.973,4711973.758,3437059.724,3076024.551,2138658.299,2783124.495
1805,b,sp|P0AFF2|NUPC_ECOLI,P0AFF2,NUPC_ECOLI,nupC,400,5.5,Escherichia coli (strain K12) OX=83333,Nucleoside permease NupC ,1:Experimental evidence at protein level,1,0.999,3,2,2,10,4,4,52285923,30512683,30512683,"10M(15.9949), 14K(304.2072), N-term(304.2072)",,,263277.7266,230658.5098,233308.9551,316222.375,262417.4453,262745.0977,272402.9551,296027.6504,440701.8027,482454.7773,406618.3789,481929.8066,492451.2949,403527.252,384723.8926,442494.2676
1805,a,sp|P07118|SYV_ECOLI,P07118,SYV_ECOLI,valS,951,62,Escherichia coli (strain K12) OX=83333,Valine--tRNA ligase ,1:Experimental evidence at protein level,1,0.999,56,54,56,206,199,206,607807632,607807632,607807632,"11C(57.0215), 11K(304.2072), 11M(15.9949), 12K(304.2072), 12M(15.9949), 13K(304.2072), 14K(304.2072), 16K(304.2072), 17K(304.2072), 17M(15.9949), 18M(15.9949), 19K(304.2072), 1K(304.2072), 21K(304.2072), 22K(304.2072), 23K(304.2072), 2K(304.2072), 3K(304.2072), 3M(15.9949), 4K(304.2072), 4M(15.9949), 5K(304.2072), 5M(15.9949), 6C(57.0215), 6K(304.2072), 6M(15.9949), 7K(304.2072), 8K(304.2072), 8M(15.9949), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,10066742.67,8490857.913,9043165.041,11096711.55,11769281.26,10719164.36,10675062.1,11838051.04,16560814.53,19009684.15,17354989.78,19035900.67,18096952.77,16566981.43,14878761.08,15405620.62
1806,a,sp|P07813|SYL_ECOLI,P07813,SYL_ECOLI,leuS,860,57.9,Escherichia coli (strain K12) OX=83333,Leucine--tRNA ligase ,1:Experimental evidence at protein level,1,0.999,50,49,50,155,154,155,597644848,597644848,597644848,"10K(304.2072), 11K(304.2072), 11M(15.9949), 12K(304.2072), 12M(15.9949), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 16M(15.9949), 17K(304.2072), 1K(304.2072), 21K(304.2072), 23C(57.0215), 24C(57.0215), 24K(304.2072), 27K(304.2072), 2K(304.2072), 3C(57.0215), 3M(15.9949), 4C(57.0215), 4M(15.9949), 5C(57.0215), 6K(304.2072), 6M(15.9949), 7C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,14193529.93,13572536.99,14471846.57,15767855.39,8946414.936,7132000.1,7397124.957,7429899.339,22079961.02,25440323.07,23381218.86,24828821.45,9528824.499,8913808.221,7697440.286,7550500.727
1807,a,sp|P08245|YCIH_ECOLI,P08245,YCIH_ECOLI,yciH,108,31.5,Escherichia coli (strain K12) OX=83333,Uncharacterized protein YciH ,1:Experimental evidence at protein level,1,0.999,5,5,5,7,7,7,207236909,202433637,207236909,"10K(304.2072), 6K(304.2072), 7K(304.2072), N-term(304.2072)",,,6585267.214,6869817.855,7279166.525,8255209.802,4427830.06,4243477.343,3890791.946,3999278.125,3927673.77,4602714.287,3890394.255,4592362.71,3367230.369,3282226.767,2764495.335,2847815.156
1808,b,sp|P32670|PTFX2_ECOLI,P32670,PTFX2_ECOLI,ptsA,833,6.6,Escherichia coli (strain K12) OX=83333,Multiphosphoryl transfer protein 2 ,3:Protein inferred from homology,1,0.999,5,4,4,6,5,5,4537676,4537676,4537676,"14K(304.2072), 1K(304.2072), 6C(57.0215), N-term(304.2072)",,,114280.5898,99905.9971,112507.5791,134659.7422,95112.4775,99686.7686,97636.0264,90812.1631,329902.5176,413616.0586,324637.4648,453081.8789,133989.2617,100307.5908,95917.1367,85994.4688
1808,a,sp|P08839|PT1_ECOLI,P08839,PT1_ECOLI,ptsI,575,53.9,Escherichia coli (strain K12) OX=83333,Phosphoenolpyruvate-protein phosphotransferase ,1:Experimental evidence at protein level,1,0.999,32,31,32,164,163,164,1287099776,1287099776,1287099776,"10K(304.2072), 11K(304.2072), 12M(15.9949), 13M(15.9949), 14K(304.2072), 16M(15.9949), 17K(304.2072), 18K(304.2072), 1K(304.2072), 21K(304.2072), 22K(304.2072), 25K(304.2072), 2M(15.9949), 4M(15.9949), 5C(57.0215), 5K(304.2072), 5M(15.9949), 6C(57.0215), 6K(304.2072), 6M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,10725637.48,10998832.03,11190372.37,12633435.74,7747695.521,6853251.908,6840624.45,6703961.999,11121268.04,13058751.65,11274419.88,12319687.28,6661522.898,6424597.722,5568722.792,5493364.66
1809,b,sp|P46859|GNTK_ECOLI,P46859,GNTK_ECOLI,gntK,175,28,Escherichia coli (strain K12) OX=83333,Thermoresistant gluconokinase ,1:Experimental evidence at protein level,1,0.999,4,3,3,16,5,5,200250724,2285145,2285145,"12K(304.2072), 13K(304.2072), N-term(304.2072)",,,23686.9235,25324.3281,26435.1547,32998.8564,8643.0508,6592.7642,12999.2004,13945.51,62395.644,67293.3887,59721.0127,64584.8477,17506.892,15109.098,11485.1047,11618.2288
1809,a,sp|P09394|GLPQ_ECOLI,P09394,GLPQ_ECOLI,glpQ,358,74.9,Escherichia coli (strain K12) OX=83333,"Glycerophosphodiester phosphodiesterase, periplasmic ",1:Experimental evidence at protein level,1,0.999,28,27,28,418,407,418,5138800000,5138800000,5138800000,"10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 14M(15.9949), 15K(304.2072), 15M(15.9949), 16K(304.2072), 17M(15.9949), 18K(304.2072), 19K(304.2072), 1K(304.2072), 20K(304.2072), 20M(15.9949), 21K(304.2072), 27K(304.2072), 2K(304.2072), 2M(15.9949), 3K(304.2072), 4M(15.9949), 5C(57.0215), 6K(304.2072), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,30584034.65,30352365.98,35459450.14,35634811.78,40300965.24,35794913.99,36303191.88,35557316.64,21163234.42,23645442.45,22331056.37,22756223.73,27678588.23,28136841.79,24326686.09,23833222.56
1810,a,sp|P09832|GLTD_ECOLI,P09832,GLTD_ECOLI,gltD,472,40.7,Escherichia coli (strain K12) OX=83333,Glutamate synthase [NADPH] small chain ,1:Experimental evidence at protein level,1,0.999,16,15,16,27,26,27,101327380,101327380,101327380,"10K(304.2072), 10M(15.9949), 11K(304.2072), 11M(15.9949), 12K(304.2072), 13C(57.0215), 14K(304.2072), 15K(304.2072), 17K(304.2072), 1C(57.0215), 1K(304.2072), 2C(57.0215), 5K(304.2072), 6C(57.0215), 6K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)",,,2234802.24,2042254.687,2162001.135,2483314.585,482628.5732,376405.8339,402777.3074,432488.7837,2421331.736,2882655.903,2353294.788,2774687.651,573265.4426,466526.1385,408647.3274,371143.9648
1811,a,sp|P0A6I3|COAA_ECOLI,P0A6I3,COAA_ECOLI,coaA,316,29.4,Escherichia coli (strain K12) OX=83333,Pantothenate kinase ,1:Experimental evidence at protein level,1,0.999,9,8,9,16,14,16,28874857,18262794,28874857,"16K(304.2072), 17K(304.2072), 18K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,396630.1055,401102.218,425051.4058,466877.7632,330011.5439,282618.4077,300248.2114,286076.4647,958453.585,1163654.973,1063332.492,1090147.758,452316.9233,423800.4526,365788.9319,370996.2632
1812,a,sp|P0A6S7|GPDA_ECOLI,P0A6S7,GPDA_ECOLI,gpsA,339,50.7,Escherichia coli (strain K12) OX=83333,Glycerol-3-phosphate dehydrogenase [NAD(P)+] ,3:Protein inferred from homology,1,0.999,11,11,11,25,25,25,332901968,268759620,332901968,"17K(304.2072), 19K(304.2072), 29C(57.0215), 31K(304.2072), 3M(15.9949), 5M(15.9949), 9M(15.9949), N-term(304.2072)",,,4600807.331,5125243.725,6147229.705,4920505.098,2580659.699,1875951.956,2064530.74,1920602.736,4521105,5015428.634,5189356.271,4576367.397,2160575.392,1986227.792,1875855.719,1622266.563
1813,a,sp|P0A712|KDGT_ECOLI,P0A712,KDGT_ECOLI,kdgT,327,5.2,Escherichia coli (strain K12) OX=83333,2-keto-3-deoxygluconate permease ,1:Experimental evidence at protein level,1,0.999,3,3,3,10,10,10,63003869,34168984,63003869,"1K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,670802.5205,385603.1318,455799.4585,745305.2128,197053.634,200953.0359,168850.8001,203024.0834,1219438.015,1517922.326,1453943.214,1697930.066,281684.8748,212965.8937,165812.3668,162568.802
1814,a,sp|P0A749|MURA_ECOLI,P0A749,MURA_ECOLI,murA,419,44.9,Escherichia coli (strain K12) OX=83333,UDP-N-acetylglucosamine 1-carboxyvinyltransferase ,1:Experimental evidence at protein level,1,0.999,18,18,18,31,31,31,121833486,121833486,121833486,"11K(304.2072), 13K(304.2072), 17K(304.2072), 24K(304.2072), 2K(304.2072), 2M(15.9949), 6C(57.0215), 6M(15.9949), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,2014288.69,1546676.636,1685470.201,1979415.557,873558.8921,805336.5198,828372.4476,815905.7595,4192135.573,4617838.111,4063908.446,4464168.072,1138879.286,1093698.378,888060.4697,889949.4619
1815,a,sp|P0A7B1|PPK1_ECOLI,P0A7B1,PPK1_ECOLI,ppk,688,28.8,Escherichia coli (strain K12) OX=83333,Polyphosphate kinase ,1:Experimental evidence at protein level,1,0.999,19,18,19,30,29,30,36539376,36539376,36539376,"10K(304.2072), 11K(304.2072), 12K(304.2072), 14K(304.2072), 16K(304.2072), 2C(57.0215), 3C(57.0215), 4K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,428984.8257,443126.7705,493883.4178,535426.5469,567120.2542,496968.978,528223.0266,563218.8206,2255571.733,2630970.504,2508532.451,2574209.201,1430834.977,1311542.181,1190598.315,1154395.237
1816,a,sp|P0A7B5|PROB_ECOLI,P0A7B5,PROB_ECOLI,proB,367,38.1,Escherichia coli (strain K12) OX=83333,Glutamate 5-kinase ,1:Experimental evidence at protein level,1,0.999,13,13,13,22,22,22,192025800,192025800,192025800,"15K(304.2072), 15M(15.9949), 18K(304.2072), 19K(304.2072), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,1189328.978,1040972.316,1112750.394,1363397.616,702676.8494,571098.9333,632912.0239,712340.3608,3597223.567,4236660.074,3764348.966,4128173.949,1209307.311,1086173.29,945757.6499,948368.6777
1817,b,sp|P0AEP7|GCL_ECOLI,P0AEP7,GCL_ECOLI,gcl,593,5.6,Escherichia coli (strain K12) OX=83333,Glyoxylate carboligase ,1:Experimental evidence at protein level,0.9998,0.999,3,2,2,9,5,5,48150810,1733251,1733251,"15K(304.2072), 3K(304.2072), N-term(304.2072)",,,56702.1698,62598.7164,80987.5664,68653.1194,47934.6929,38554.6426,47253.6506,35661.8562,59538.7592,65645.1154,57287.1272,68297.1797,61534.9896,49065.3259,49020.9417,39205.5654
1817,a,sp|P0A7G2|RBFA_ECOLI,P0A7G2,RBFA_ECOLI,rbfA,133,54.9,Escherichia coli (strain K12) OX=83333,30S ribosome-binding factor ,1:Experimental evidence at protein level,1,0.999,7,6,7,32,28,32,388766220,388766220,388766220,"10K(304.2072), 12M(15.9949), 15K(304.2072), 1M(15.9949), 2K(304.2072), 3M(15.9949), 4M(15.9949), 5M(15.9949), 7K(304.2072), 9K(304.2072), N-term(304.2072)",,,5365988.091,9104097.076,8410629.138,7224982.184,6433360.177,5060422.753,4788310.794,3200984.298,4559001.193,5118390.896,4516016.218,4582466.505,3237329.296,3015590.622,2755679.794,2167161.827
1818,b,sp|P31828|PQQL_ECOLI,P31828,PQQL_ECOLI,pqqL,931,35.1,Escherichia coli (strain K12) OX=83333,Probable zinc protease PqqL ,1:Experimental evidence at protein level,1,0.999,25,24,24,41,40,40,29483482,22586162,22586162,"10K(304.2072), 10M(15.9949), 12K(304.2072), 16K(304.2072), 17K(304.2072), 18K(304.2072), 1K(304.2072), 22K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,652512.9567,686049.7697,705293.702,782248.8016,748351.5135,645293.1771,647939.4003,669756.3331,1011096.724,1183784.688,1009669.474,1155072.518,1064463.367,1071503.803,932321.8845,934614.6884
1818,a,sp|P0A7L0|RL1_ECOLI,P0A7L0,RL1_ECOLI,rplA,234,73.1,Escherichia coli (strain K12) OX=83333,50S ribosomal protein L1 ,1:Experimental evidence at protein level,1,0.999,20,19,20,214,213,214,1648789088,1648789088,1648789088,"10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15M(15.9949), 16M(15.9949), 17K(304.2072), 18K(304.2072), 1K(304.2072), 2K(304.2072), 3M(15.9949), 4M(15.9949), 7K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,35694987.35,26745597.74,30524091.89,39203616.7,9106998.329,7724385.586,7553795.699,7680819.49,54764811.48,64328500.62,58715777.93,63326209.86,10958910.01,8991002.528,7516251.722,7689420.22
1819,a,sp|P0A7Y8|RNPA_ECOLI,P0A7Y8,RNPA_ECOLI,rnpA,119,26.1,Escherichia coli (strain K12) OX=83333,Ribonuclease P protein component ,1:Experimental evidence at protein level,1,0.999,4,4,4,6,6,6,31323452,22031777,31323452,"14K(304.2072), 1K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,358151.4131,359352.7661,376148.5049,456216.0215,139659.5923,141312.1895,159539.1985,139441.615,1660988.672,2079684.559,1727801.938,2113164.465,248073.5605,170862.918,154927.1143,151592.4634
1820,a,sp|P0A8G9|EX7S_ECOLI,P0A8G9,EX7S_ECOLI,xseB,80,82.5,Escherichia coli (strain K12) OX=83333,Exodeoxyribonuclease 7 small subunit ,1:Experimental evidence at protein level,1,0.999,5,5,5,7,7,7,47917948,44907926,47917948,"10K(304.2072), 1K(304.2072), N-term(304.2072)",,,916208.9648,647221.3398,605158.4014,813851.4473,564050.2998,387297.2705,358780.6445,509465.7061,1690730.443,1895564.565,1686126.951,1696288.834,579572.0645,491413.2109,368620.3662,680064.8896
1821,a,sp|P0A8N5|SYK2_ECOLI,P0A8N5,SYK2_ECOLI,lysU,505,64.6,Escherichia coli (strain K12) OX=83333,"Lysine--tRNA ligase, heat inducible ",1:Experimental evidence at protein level,1,0.999,37,22,37,250,167,250,2206123712,1528278080,2206123712,"10C(57.0215), 10M(15.9949), 11K(304.2072), 12K(304.2072), 13K(304.2072), 13M(15.9949), 14K(304.2072), 16K(304.2072), 17K(304.2072), 18K(304.2072), 1K(304.2072), 3M(15.9949), 5K(304.2072), 7M(15.9949), 8C(57.0215), 8K(304.2072), 8M(15.9949), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,19749094.01,17151999.24,19027990.32,22821965.76,11549463.17,10472493.99,10284174.34,11250465.54,30104515.58,35953270.93,32614732.56,36295981.01,20657658.92,18855209.86,16929886.17,17127999.99
1821,b,sp|P0A8N3|SYK1_ECOLI,P0A8N3,SYK1_ECOLI,lysS,505,67.1,Escherichia coli (strain K12) OX=83333,Lysine--tRNA ligase ,1:Experimental evidence at protein level,1,0.999,37,22,22,181,98,98,2191787520,815716088,815716088,"10K(304.2072), 10M(15.9949), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 17K(304.2072), 18K(304.2072), 19K(304.2072), 1K(304.2072), 20K(304.2072), 3M(15.9949), 7M(15.9949), 8K(304.2072), 8M(15.9949), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,4207910.794,3898490.36,4052598.513,4779393.444,2198526.692,1948161.559,1937587.318,2024129.128,7587088.22,8677878.172,8086927.606,8461955.631,3433037.624,3062393.661,2688968.703,2599625.661
1822,a,sp|P0A8R9|HDFR_ECOLI,P0A8R9,HDFR_ECOLI,hdfR,279,14,Escherichia coli (strain K12) OX=83333,HTH-type transcriptional regulator HdfR ,3:Protein inferred from homology,1,0.999,4,3,4,5,3,5,25862809,7658526,25862809,"2K(304.2072), 7K(304.2072), N-term(304.2072)",,,117095.2656,116955.1436,114757.7334,146262.3369,90584.5,84890.1602,79822.8477,88453.6104,551780.3066,713197.2383,607189.6504,710308.3594,161097.4336,143906.2939,129835.7637,124724.1143
1823,a,sp|P0A903|BAMC_ECOLI,P0A903,BAMC_ECOLI,bamC,344,64,Escherichia coli (strain K12) OX=83333,Outer membrane protein assembly factor BamC ,1:Experimental evidence at protein level,1,0.999,16,15,16,69,67,69,446040256,443187156,446040256,"10K(304.2072), 15K(304.2072), 17K(304.2072), 17M(15.9949), 18M(15.9949), 33K(304.2072), 5M(15.9949), 6K(304.2072), 6M(15.9949), 7K(304.2072), 9K(304.2072), N-term(304.2072)",,,4128432.877,3522656.956,4002638.73,4523536.372,6385973.446,5897669.587,5754836.772,6150008.723,2936560.713,3266824.657,2825538.557,3153951.533,4838401.477,4598170.442,4074937.457,4246792.122
